id;course;name;intro;introformat;timeopen;timeclose;timelimit;overduehandling;graceperiod;preferredbehaviour;canredoquestions;attempts;attemptonlast;grademethod;decimalpoints;questiondecimalpoints;reviewattempt;reviewcorrectness;reviewmarks;reviewspecificfeedback;reviewgeneralfeedback;reviewrightanswer;reviewoverallfeedback;questionsperpage;navmethod;shuffleanswers;sumgrades;grade;timecreated;timemodified;password;subnet;browsersecurity;delay1;delay2;showuserpicture;showblocks;completionattemptsexhausted;completionpass;allowofflineattempts
22;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1570021644;;;-;0;0;0;0;0;0;0
23;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;2.0;10.0;0;1570021678;;;-;0;0;0;0;0;0;0
24;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;12.0;10.0;0;1571041346;;;-;0;0;0;0;0;0;0
25;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1570021721;;;-;0;0;0;0;0;0;0
26;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;10.0;10.0;0;1570021755;;;-;0;0;0;0;0;0;0
27;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;4.0;10.0;0;1570021783;;;-;0;0;0;0;0;0;0
35;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;8.0;10.0;0;1570526585;;;-;0;0;0;0;0;0;0
32;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1570522092;;;-;0;0;0;0;0;0;0
29;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1570518353;;;-;0;0;0;0;0;0;0
28;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;6.0;10.0;0;1570015599;;;-;0;0;0;0;0;0;0
75;3;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;2.0;100.0;0;1582025724;;;-;0;0;0;0;0;0;0
33;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;10.0;10.0;0;1570524843;;;-;0;0;0;0;0;0;0
21;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;12.0;10.0;0;1570021604;;;-;0;0;0;0;0;0;0
40;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;12.0;10.0;0;1570536571;;;-;0;0;0;0;0;0;0
56;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;26.0;10.0;0;1574155674;;;-;0;0;0;0;0;0;0
38;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1570535585;;;-;0;0;0;0;0;0;0
36;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;4.0;10.0;0;1570527402;;;-;0;0;0;0;0;0;0
34;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;12.0;10.0;0;1570525773;;;-;0;0;0;0;0;0;0
41;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;10.0;10.0;0;1570537262;;;-;0;0;0;0;0;0;0
37;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;8.0;10.0;0;1570528130;;;-;0;0;0;0;0;0;0
39;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1570536218;;;-;0;0;0;0;0;0;0
43;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;3.0;10.0;0;1570688088;;;-;0;0;0;0;0;0;0
42;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1570687556;;;-;0;0;0;0;0;0;0
44;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;4.0;10.0;0;1570688589;;;-;0;0;0;0;0;0;0
134;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;8.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
31;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;12.0;10.0;0;1570699548;;;-;0;0;0;0;0;0;0
45;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;2.0;10.0;0;1570689034;;;-;0;0;0;0;0;0;0
46;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;12.0;10.0;0;1570689388;;;-;0;0;0;0;0;0;0
47;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;12.0;10.0;0;1570689848;;;-;0;0;0;0;0;0;0
30;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;14.0;10.0;0;1570699671;;;-;0;0;0;0;0;0;0
61;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;8.0;10.0;0;1573655891;;;-;0;0;0;0;0;0;0
48;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;9.0;10.0;0;1570800233;;;-;0;0;0;0;0;0;0
57;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;4.0;10.0;0;1573653169;;;-;0;0;0;0;0;0;0
54;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;3.0;10.0;0;1573653285;;;-;0;0;0;0;0;0;0
53;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;4.0;10.0;0;1573653311;;;-;0;0;0;0;0;0;0
49;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1571295181;;;-;0;0;0;0;0;0;0
52;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1573653345;;;-;0;0;0;0;0;0;0
64;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;4.0;10.0;0;1573657476;;;-;0;0;0;0;0;0;0
58;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;10.0;10.0;0;1573653551;;;-;0;0;0;0;0;0;0
62;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;1.0;10.0;0;1573656447;;;-;0;0;0;0;0;0;0
59;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;9.0;10.0;0;1573654449;;;-;0;0;0;0;0;0;0
60;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;9.0;10.0;0;1573654855;;;-;0;0;0;0;0;0;0
70;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1574766654;;;-;0;0;0;0;0;0;0
63;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;12.0;10.0;0;1573656902;;;-;0;0;0;0;0;0;0
67;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;8.0;10.0;0;1573719299;;;-;0;0;0;0;0;0;0
65;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1573657867;;;-;0;0;0;0;0;0;0
66;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;8.0;10.0;0;1573658260;;;-;0;0;0;0;0;0;0
71;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;14.0;10.0;0;1574766674;;;-;0;0;0;0;0;0;0
68;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;10.0;10.0;0;1574766605;;;-;0;0;0;0;0;0;0
155;8;<removed>;<removed>;1;0;0;0;autoabandon;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;5.0;10.0;0;1601051963;;;-;0;0;0;0;0;0;0
85;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;8.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
125;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;4.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
135;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;8.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
69;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;3.0;10.0;0;1574766633;;;-;0;0;0;0;0;0;0
72;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;10.0;10.0;0;1574766698;;;-;0;0;0;0;0;0;0
73;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;14.0;10.0;0;1574766728;;;-;0;0;0;0;0;0;0
74;2;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1574766759;;;-;0;0;0;0;0;0;0
136;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;10.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
137;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;3.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
138;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
139;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;14.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
140;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;10.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
141;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;14.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
142;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
156;8;<removed>;<removed>;1;0;0;0;autoabandon;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;35.0;100.0;0;1600162020;;;-;0;0;0;0;0;1;0
157;8;<removed>;<removed>;1;0;0;0;autoabandon;0;immediatefeedback;0;0;0;1;2;-1;69888;0;0;69888;69888;0;4352;1;free;1;0.0;0.0;0;1601033745;;;-;0;0;0;0;0;0;0
158;8;<removed>;<removed>;1;0;0;0;autoabandon;0;immediatefeedback;0;0;0;1;2;-1;69888;0;0;69888;69888;0;4352;1;free;1;0.0;0.0;0;1601051659;;;-;0;0;0;0;0;0;0
159;8;<removed>;<removed>;1;0;0;0;autoabandon;0;immediatefeedback;0;0;0;1;2;-1;69888;0;0;69888;69888;0;4352;1;free;1;0.0;0.0;0;1601051681;;;-;0;0;0;0;0;0;0
160;8;<removed>;<removed>;1;0;0;0;autoabandon;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;44.0;100.0;0;1597049462;;;-;0;0;0;0;0;1;0
161;8;<removed>;<removed>;1;0;0;0;autosubmit;0;immediatefeedback;0;0;0;1;2;-1;69888;0;0;69888;69888;0;4352;1;free;1;0.0;0.0;0;1601051825;;;-;0;0;0;0;0;0;0
162;8;<removed>;<removed>;1;0;0;0;autoabandon;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;33.0;100.0;0;1597049495;;;-;0;0;0;0;0;1;0
163;8;<removed>;<removed>;1;0;0;0;autosubmit;0;immediatefeedback;0;0;0;1;2;-1;69888;0;0;69888;69888;0;4352;1;free;1;0.0;0.0;0;1601051735;;;-;0;0;0;0;0;0;0
145;6;<removed>;<removed>;1;0;0;0;autoabandon;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;5.0;10.0;0;1601051963;;;-;0;0;0;0;0;0;0
78;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;4.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
79;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;3.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
92;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
94;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;12.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
96;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;10.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
98;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;6.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
109;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
110;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
111;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;10.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
112;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
113;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;3.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
114;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;4.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
115;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;2.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
116;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;12.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
117;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;12.0;10.0;0;1602238132;;;-;0;0;0;0;0;0;0
118;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;10.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
119;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
120;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
121;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;4.0;10.0;0;1602238260;;;-;0;0;0;0;0;0;0
81;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;8.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
83;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;9.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
86;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;8.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
88;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;8.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
91;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;12.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
93;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;2.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
95;5;<removed>;<removed>;1;0;0;0;autosubmit;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;0;4352;1;free;1;6.0;10.0;0;1602238028;;;-;0;0;0;0;0;0;0
147;6;<removed>;<removed>;1;0;0;0;autoabandon;0;deferredfeedback;0;0;0;1;2;-1;69888;4352;4352;4352;4352;4352;4352;1;free;1;44.0;100.0;0;1597049462;;;-;0;0;0;0;0;1;0
